sample,image_file,mask_file,dist_file,outlier
sample_0236,train\crops\sample_0236_crop.nii.gz,train\crops\sample_0236_crop_label.nii.gz,train\dist_fields\sample_0236_distance_field_crop.nii.gz,0
sample_0234,train\crops\sample_0234_crop_warp_outlier.nii.gz,train\crops\sample_0234_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0234_distance_field_crop_warp_outlier.nii.gz,3
sample_0234,train\crops\sample_0234_crop_sphere_outlier_water.nii.gz,train\crops\sample_0234_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0234_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0234,train\crops\sample_0234_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0234_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0234_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0234,train\crops\sample_0234_crop.nii.gz,train\crops\sample_0234_crop_label.nii.gz,train\dist_fields\sample_0234_distance_field_crop.nii.gz,0
sample_0233,train\crops\sample_0233_crop_warp_outlier.nii.gz,train\crops\sample_0233_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0233_distance_field_crop_warp_outlier.nii.gz,3
sample_0233,train\crops\sample_0233_crop_sphere_outlier_water.nii.gz,train\crops\sample_0233_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0233_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0233,train\crops\sample_0233_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0233_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0233_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0233,train\crops\sample_0233_crop.nii.gz,train\crops\sample_0233_crop_label.nii.gz,train\dist_fields\sample_0233_distance_field_crop.nii.gz,0
sample_0232,train\crops\sample_0232_crop_warp_outlier.nii.gz,train\crops\sample_0232_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0232_distance_field_crop_warp_outlier.nii.gz,3
sample_0232,train\crops\sample_0232_crop_sphere_outlier_water.nii.gz,train\crops\sample_0232_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0232_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0232,train\crops\sample_0232_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0232_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0232_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0232,train\crops\sample_0232_crop.nii.gz,train\crops\sample_0232_crop_label.nii.gz,train\dist_fields\sample_0232_distance_field_crop.nii.gz,0
sample_0231,train\crops\sample_0231_crop_warp_outlier.nii.gz,train\crops\sample_0231_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0231_distance_field_crop_warp_outlier.nii.gz,3
sample_0231,train\crops\sample_0231_crop_sphere_outlier_water.nii.gz,train\crops\sample_0231_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0231_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0231,train\crops\sample_0231_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0231_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0231_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0231,train\crops\sample_0231_crop.nii.gz,train\crops\sample_0231_crop_label.nii.gz,train\dist_fields\sample_0231_distance_field_crop.nii.gz,0
sample_0228,train\crops\sample_0228_crop_warp_outlier.nii.gz,train\crops\sample_0228_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0228_distance_field_crop_warp_outlier.nii.gz,3
sample_0228,train\crops\sample_0228_crop_sphere_outlier_water.nii.gz,train\crops\sample_0228_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0228_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0228,train\crops\sample_0228_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0228_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0228_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0228,train\crops\sample_0228_crop.nii.gz,train\crops\sample_0228_crop_label.nii.gz,train\dist_fields\sample_0228_distance_field_crop.nii.gz,0
sample_0227,train\crops\sample_0227_crop_warp_outlier.nii.gz,train\crops\sample_0227_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0227_distance_field_crop_warp_outlier.nii.gz,3
sample_0227,train\crops\sample_0227_crop_sphere_outlier_water.nii.gz,train\crops\sample_0227_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0227_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0227,train\crops\sample_0227_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0227_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0227_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0227,train\crops\sample_0227_crop.nii.gz,train\crops\sample_0227_crop_label.nii.gz,train\dist_fields\sample_0227_distance_field_crop.nii.gz,0
sample_0224,train\crops\sample_0224_crop_warp_outlier.nii.gz,train\crops\sample_0224_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0224_distance_field_crop_warp_outlier.nii.gz,3
sample_0224,train\crops\sample_0224_crop_sphere_outlier_water.nii.gz,train\crops\sample_0224_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0224_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0224,train\crops\sample_0224_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0224_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0224_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0224,train\crops\sample_0224_crop.nii.gz,train\crops\sample_0224_crop_label.nii.gz,train\dist_fields\sample_0224_distance_field_crop.nii.gz,0
sample_0222,train\crops\sample_0222_crop_warp_outlier.nii.gz,train\crops\sample_0222_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0222_distance_field_crop_warp_outlier.nii.gz,3
sample_0222,train\crops\sample_0222_crop_sphere_outlier_water.nii.gz,train\crops\sample_0222_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0222_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0222,train\crops\sample_0222_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0222_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0222_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0222,train\crops\sample_0222_crop.nii.gz,train\crops\sample_0222_crop_label.nii.gz,train\dist_fields\sample_0222_distance_field_crop.nii.gz,0
sample_0219,train\crops\sample_0219_crop_warp_outlier.nii.gz,train\crops\sample_0219_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0219_distance_field_crop_warp_outlier.nii.gz,3
sample_0219,train\crops\sample_0219_crop_sphere_outlier_water.nii.gz,train\crops\sample_0219_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0219_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0219,train\crops\sample_0219_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0219_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0219_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0219,train\crops\sample_0219_crop.nii.gz,train\crops\sample_0219_crop_label.nii.gz,train\dist_fields\sample_0219_distance_field_crop.nii.gz,0
sample_0218,train\crops\sample_0218_crop_warp_outlier.nii.gz,train\crops\sample_0218_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0218_distance_field_crop_warp_outlier.nii.gz,3
sample_0218,train\crops\sample_0218_crop_sphere_outlier_water.nii.gz,train\crops\sample_0218_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0218_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0218,train\crops\sample_0218_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0218_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0218_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0218,train\crops\sample_0218_crop.nii.gz,train\crops\sample_0218_crop_label.nii.gz,train\dist_fields\sample_0218_distance_field_crop.nii.gz,0
sample_0217,train\crops\sample_0217_crop_warp_outlier.nii.gz,train\crops\sample_0217_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0217_distance_field_crop_warp_outlier.nii.gz,3
sample_0217,train\crops\sample_0217_crop_sphere_outlier_water.nii.gz,train\crops\sample_0217_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0217_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0217,train\crops\sample_0217_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0217_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0217_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0217,train\crops\sample_0217_crop.nii.gz,train\crops\sample_0217_crop_label.nii.gz,train\dist_fields\sample_0217_distance_field_crop.nii.gz,0
sample_0216,train\crops\sample_0216_crop_warp_outlier.nii.gz,train\crops\sample_0216_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0216_distance_field_crop_warp_outlier.nii.gz,3
sample_0216,train\crops\sample_0216_crop_sphere_outlier_water.nii.gz,train\crops\sample_0216_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0216_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0216,train\crops\sample_0216_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0216_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0216_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0216,train\crops\sample_0216_crop.nii.gz,train\crops\sample_0216_crop_label.nii.gz,train\dist_fields\sample_0216_distance_field_crop.nii.gz,0
sample_0215,train\crops\sample_0215_crop_warp_outlier.nii.gz,train\crops\sample_0215_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0215_distance_field_crop_warp_outlier.nii.gz,3
sample_0215,train\crops\sample_0215_crop_sphere_outlier_water.nii.gz,train\crops\sample_0215_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0215_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0215,train\crops\sample_0215_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0215_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0215_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0215,train\crops\sample_0215_crop.nii.gz,train\crops\sample_0215_crop_label.nii.gz,train\dist_fields\sample_0215_distance_field_crop.nii.gz,0
sample_0214,train\crops\sample_0214_crop_warp_outlier.nii.gz,train\crops\sample_0214_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0214_distance_field_crop_warp_outlier.nii.gz,3
sample_0214,train\crops\sample_0214_crop_sphere_outlier_water.nii.gz,train\crops\sample_0214_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0214_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0214,train\crops\sample_0214_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0214_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0214_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0214,train\crops\sample_0214_crop.nii.gz,train\crops\sample_0214_crop_label.nii.gz,train\dist_fields\sample_0214_distance_field_crop.nii.gz,0
sample_0213,train\crops\sample_0213_crop_warp_outlier.nii.gz,train\crops\sample_0213_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0213_distance_field_crop_warp_outlier.nii.gz,3
sample_0213,train\crops\sample_0213_crop_sphere_outlier_water.nii.gz,train\crops\sample_0213_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0213_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0213,train\crops\sample_0213_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0213_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0213_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0213,train\crops\sample_0213_crop.nii.gz,train\crops\sample_0213_crop_label.nii.gz,train\dist_fields\sample_0213_distance_field_crop.nii.gz,0
sample_0212,train\crops\sample_0212_crop_warp_outlier.nii.gz,train\crops\sample_0212_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0212_distance_field_crop_warp_outlier.nii.gz,3
sample_0212,train\crops\sample_0212_crop_sphere_outlier_water.nii.gz,train\crops\sample_0212_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0212_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0212,train\crops\sample_0212_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0212_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0212_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0212,train\crops\sample_0212_crop.nii.gz,train\crops\sample_0212_crop_label.nii.gz,train\dist_fields\sample_0212_distance_field_crop.nii.gz,0
sample_0210,train\crops\sample_0210_crop_warp_outlier.nii.gz,train\crops\sample_0210_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0210_distance_field_crop_warp_outlier.nii.gz,3
sample_0210,train\crops\sample_0210_crop_sphere_outlier_water.nii.gz,train\crops\sample_0210_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0210_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0210,train\crops\sample_0210_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0210_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0210_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0210,train\crops\sample_0210_crop.nii.gz,train\crops\sample_0210_crop_label.nii.gz,train\dist_fields\sample_0210_distance_field_crop.nii.gz,0
sample_0209,train\crops\sample_0209_crop_warp_outlier.nii.gz,train\crops\sample_0209_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0209_distance_field_crop_warp_outlier.nii.gz,3
sample_0209,train\crops\sample_0209_crop_sphere_outlier_water.nii.gz,train\crops\sample_0209_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0209_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0209,train\crops\sample_0209_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0209_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0209_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0209,train\crops\sample_0209_crop.nii.gz,train\crops\sample_0209_crop_label.nii.gz,train\dist_fields\sample_0209_distance_field_crop.nii.gz,0
sample_0208,train\crops\sample_0208_crop_warp_outlier.nii.gz,train\crops\sample_0208_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0208_distance_field_crop_warp_outlier.nii.gz,3
sample_0208,train\crops\sample_0208_crop_sphere_outlier_water.nii.gz,train\crops\sample_0208_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0208_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0208,train\crops\sample_0208_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0208_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0208_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0208,train\crops\sample_0208_crop.nii.gz,train\crops\sample_0208_crop_label.nii.gz,train\dist_fields\sample_0208_distance_field_crop.nii.gz,0
sample_0207,train\crops\sample_0207_crop_warp_outlier.nii.gz,train\crops\sample_0207_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0207_distance_field_crop_warp_outlier.nii.gz,3
sample_0207,train\crops\sample_0207_crop_sphere_outlier_water.nii.gz,train\crops\sample_0207_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0207_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0207,train\crops\sample_0207_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0207_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0207_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0207,train\crops\sample_0207_crop.nii.gz,train\crops\sample_0207_crop_label.nii.gz,train\dist_fields\sample_0207_distance_field_crop.nii.gz,0
sample_0206,train\crops\sample_0206_crop_warp_outlier.nii.gz,train\crops\sample_0206_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0206_distance_field_crop_warp_outlier.nii.gz,3
sample_0206,train\crops\sample_0206_crop_sphere_outlier_water.nii.gz,train\crops\sample_0206_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0206_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0206,train\crops\sample_0206_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0206_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0206_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0206,train\crops\sample_0206_crop.nii.gz,train\crops\sample_0206_crop_label.nii.gz,train\dist_fields\sample_0206_distance_field_crop.nii.gz,0
sample_0205,train\crops\sample_0205_crop_warp_outlier.nii.gz,train\crops\sample_0205_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0205_distance_field_crop_warp_outlier.nii.gz,3
sample_0205,train\crops\sample_0205_crop_sphere_outlier_water.nii.gz,train\crops\sample_0205_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0205_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0205,train\crops\sample_0205_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0205_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0205_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0205,train\crops\sample_0205_crop.nii.gz,train\crops\sample_0205_crop_label.nii.gz,train\dist_fields\sample_0205_distance_field_crop.nii.gz,0
sample_0202,train\crops\sample_0202_crop_warp_outlier.nii.gz,train\crops\sample_0202_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0202_distance_field_crop_warp_outlier.nii.gz,3
sample_0202,train\crops\sample_0202_crop_sphere_outlier_water.nii.gz,train\crops\sample_0202_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0202_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0202,train\crops\sample_0202_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0202_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0202_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0202,train\crops\sample_0202_crop.nii.gz,train\crops\sample_0202_crop_label.nii.gz,train\dist_fields\sample_0202_distance_field_crop.nii.gz,0
sample_0198,train\crops\sample_0198_crop_warp_outlier.nii.gz,train\crops\sample_0198_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0198_distance_field_crop_warp_outlier.nii.gz,3
sample_0198,train\crops\sample_0198_crop_sphere_outlier_water.nii.gz,train\crops\sample_0198_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0198_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0198,train\crops\sample_0198_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0198_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0198_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0198,train\crops\sample_0198_crop.nii.gz,train\crops\sample_0198_crop_label.nii.gz,train\dist_fields\sample_0198_distance_field_crop.nii.gz,0
sample_0196,train\crops\sample_0196_crop_warp_outlier.nii.gz,train\crops\sample_0196_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0196_distance_field_crop_warp_outlier.nii.gz,3
sample_0196,train\crops\sample_0196_crop_sphere_outlier_water.nii.gz,train\crops\sample_0196_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0196_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0196,train\crops\sample_0196_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0196_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0196_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0196,train\crops\sample_0196_crop.nii.gz,train\crops\sample_0196_crop_label.nii.gz,train\dist_fields\sample_0196_distance_field_crop.nii.gz,0
sample_0195,train\crops\sample_0195_crop_warp_outlier.nii.gz,train\crops\sample_0195_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0195_distance_field_crop_warp_outlier.nii.gz,3
sample_0195,train\crops\sample_0195_crop_sphere_outlier_water.nii.gz,train\crops\sample_0195_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0195_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0195,train\crops\sample_0195_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0195_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0195_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0195,train\crops\sample_0195_crop.nii.gz,train\crops\sample_0195_crop_label.nii.gz,train\dist_fields\sample_0195_distance_field_crop.nii.gz,0
sample_0194,train\crops\sample_0194_crop_warp_outlier.nii.gz,train\crops\sample_0194_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0194_distance_field_crop_warp_outlier.nii.gz,3
sample_0194,train\crops\sample_0194_crop_sphere_outlier_water.nii.gz,train\crops\sample_0194_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0194_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0194,train\crops\sample_0194_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0194_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0194_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0194,train\crops\sample_0194_crop.nii.gz,train\crops\sample_0194_crop_label.nii.gz,train\dist_fields\sample_0194_distance_field_crop.nii.gz,0
sample_0193,train\crops\sample_0193_crop_warp_outlier.nii.gz,train\crops\sample_0193_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0193_distance_field_crop_warp_outlier.nii.gz,3
sample_0193,train\crops\sample_0193_crop_sphere_outlier_water.nii.gz,train\crops\sample_0193_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0193_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0193,train\crops\sample_0193_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0193_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0193_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0193,train\crops\sample_0193_crop.nii.gz,train\crops\sample_0193_crop_label.nii.gz,train\dist_fields\sample_0193_distance_field_crop.nii.gz,0
sample_0189,train\crops\sample_0189_crop_warp_outlier.nii.gz,train\crops\sample_0189_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0189_distance_field_crop_warp_outlier.nii.gz,3
sample_0189,train\crops\sample_0189_crop_sphere_outlier_water.nii.gz,train\crops\sample_0189_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0189_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0189,train\crops\sample_0189_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0189_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0189_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0189,train\crops\sample_0189_crop.nii.gz,train\crops\sample_0189_crop_label.nii.gz,train\dist_fields\sample_0189_distance_field_crop.nii.gz,0
sample_0186,train\crops\sample_0186_crop_warp_outlier.nii.gz,train\crops\sample_0186_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0186_distance_field_crop_warp_outlier.nii.gz,3
sample_0186,train\crops\sample_0186_crop_sphere_outlier_water.nii.gz,train\crops\sample_0186_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0186_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0186,train\crops\sample_0186_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0186_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0186_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0186,train\crops\sample_0186_crop.nii.gz,train\crops\sample_0186_crop_label.nii.gz,train\dist_fields\sample_0186_distance_field_crop.nii.gz,0
sample_0183,train\crops\sample_0183_crop_warp_outlier.nii.gz,train\crops\sample_0183_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0183_distance_field_crop_warp_outlier.nii.gz,3
sample_0183,train\crops\sample_0183_crop_sphere_outlier_water.nii.gz,train\crops\sample_0183_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0183_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0183,train\crops\sample_0183_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0183_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0183_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0183,train\crops\sample_0183_crop.nii.gz,train\crops\sample_0183_crop_label.nii.gz,train\dist_fields\sample_0183_distance_field_crop.nii.gz,0
sample_0178,train\crops\sample_0178_crop_warp_outlier.nii.gz,train\crops\sample_0178_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0178_distance_field_crop_warp_outlier.nii.gz,3
sample_0178,train\crops\sample_0178_crop_sphere_outlier_water.nii.gz,train\crops\sample_0178_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0178_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0178,train\crops\sample_0178_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0178_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0178_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0178,train\crops\sample_0178_crop.nii.gz,train\crops\sample_0178_crop_label.nii.gz,train\dist_fields\sample_0178_distance_field_crop.nii.gz,0
sample_0176,train\crops\sample_0176_crop_warp_outlier.nii.gz,train\crops\sample_0176_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0176_distance_field_crop_warp_outlier.nii.gz,3
sample_0176,train\crops\sample_0176_crop_sphere_outlier_water.nii.gz,train\crops\sample_0176_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0176_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0176,train\crops\sample_0176_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0176_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0176_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0176,train\crops\sample_0176_crop.nii.gz,train\crops\sample_0176_crop_label.nii.gz,train\dist_fields\sample_0176_distance_field_crop.nii.gz,0
sample_0175,train\crops\sample_0175_crop_warp_outlier.nii.gz,train\crops\sample_0175_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0175_distance_field_crop_warp_outlier.nii.gz,3
